c,r,n,r2,m
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f922"",id: ""922"",value: ""' 156 2nd ave. at 10th st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f922"",id: ""922"",value: ""' 156 2nd ave. at 10th st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f921"",id: ""921"",value: ""' 240 central park s '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212/265 -5959"",name: ""` san domenico '"",cuisine: ""italian"",label: ""a57"",id: ""57""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f921"",id: ""921"",value: ""' 240 central park s '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f921"",id: ""921"",value: ""' 240 central park s '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f919"",id: ""919"",value: ""'30 rockefeller plaza '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212-632-5000"",name: ""` rainbow room '"",cuisine: ""` american ( new ) '"",label: ""a806"",id: ""806""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f919"",id: ""919"",value: ""'30 rockefeller plaza '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212/632 -5000"",name: ""` rainbow room '"",cuisine: ""` or 212/632 -5100 american '"",label: ""a55"",id: ""55""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f919"",id: ""919"",value: ""'30 rockefeller plaza '""})",[:IN_CITY],"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f919"",id: ""919"",value: ""'30 rockefeller plaza '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f919"",id: ""919"",value: ""'30 rockefeller plaza '""})",[:IN_CITY],"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f919"",id: ""919"",value: ""'30 rockefeller plaza '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f918"",id: ""918"",value: ""'95 ave. a at 6th st. '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212/260 -6660"",name: ""pisces"",cuisine: ""seafood"",label: ""a54"",id: ""54""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f918"",id: ""918"",value: ""'95 ave. a at 6th st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f918"",id: ""918"",value: ""'95 ave. a at 6th st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f917"",id: ""917"",value: ""'35 w. 64th st. '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212-724-8585"",name: ""picholine"",cuisine: ""mediterranean"",label: ""a804"",id: ""804""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f917"",id: ""917"",value: ""'35 w. 64th st. '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212/724 -8585"",name: ""picholine"",cuisine: ""mediterranean"",label: ""a53"",id: ""53""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f917"",id: ""917"",value: ""'35 w. 64th st. '""})",[:IN_CITY],"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f917"",id: ""917"",value: ""'35 w. 64th st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f917"",id: ""917"",value: ""'35 w. 64th st. '""})",[:IN_CITY],"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f917"",id: ""917"",value: ""'35 w. 64th st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f916"",id: ""916"",value: ""' 182 w. 58th st. '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212-245-2214"",name: ""petrossian"",cuisine: ""russian"",label: ""a803"",id: ""803""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f916"",id: ""916"",value: ""' 182 w. 58th st. '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212/245 -2214"",name: ""petrossian"",cuisine: ""french"",label: ""a52"",id: ""52""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f916"",id: ""916"",value: ""' 182 w. 58th st. '""})",[:IN_CITY],"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f916"",id: ""916"",value: ""' 182 w. 58th st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f916"",id: ""916"",value: ""' 182 w. 58th st. '""})",[:IN_CITY],"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f916"",id: ""916"",value: ""' 182 w. 58th st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f915"",id: ""915"",value: ""' 100 e. 63rd st. '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212-644-1900"",name: ""` park avenue cafe ( new york city ) '"",cuisine: ""` american ( new ) '"",id: ""802"",label: ""a802""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f915"",id: ""915"",value: ""' 100 e. 63rd st. '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212/644 -1900"",name: ""` park avenue cafe '"",cuisine: ""american"",label: ""a51"",id: ""51""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f915"",id: ""915"",value: ""' 100 e. 63rd st. '""})",[:IN_CITY],"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f915"",id: ""915"",value: ""' 100 e. 63rd st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f915"",id: ""915"",value: ""' 100 e. 63rd st. '""})",[:IN_CITY],"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f915"",id: ""915"",value: ""' 100 e. 63rd st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f914"",id: ""914"",value: ""'55 e. 54th st. '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212-759-5941"",name: ""oceana"",cuisine: ""seafood"",label: ""a801"",id: ""801""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f914"",id: ""914"",value: ""'55 e. 54th st. '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212/759 -5941"",name: ""oceana"",cuisine: ""seafood"",label: ""a50"",id: ""50""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f914"",id: ""914"",value: ""'55 e. 54th st. '""})",[:IN_CITY],"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f914"",id: ""914"",value: ""'55 e. 54th st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f914"",id: ""914"",value: ""'55 e. 54th st. '""})",[:IN_CITY],"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f914"",id: ""914"",value: ""'55 e. 54th st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f913"",id: ""913"",value: ""' 239 w. broadway between walker and white sts . '""})",[:LOCATED_AT],"(:Restaurant {phone: ""' 212 / 219-2777 '"",name: ""montrachet"",cuisine: ""french"",id: ""49"",label: ""a49""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f913"",id: ""913"",value: ""' 239 w. broadway between walker and white sts . '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f913"",id: ""913"",value: ""' 239 w. broadway between walker and white sts . '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f912"",id: ""912"",value: ""'57 jane st. off hudson st. '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212/627 -8273"",name: ""` mi cocina '"",cuisine: ""mexican"",label: ""a48"",id: ""48""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f912"",id: ""912"",value: ""'57 jane st. off hudson st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f912"",id: ""912"",value: ""'57 jane st. off hudson st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f911"",id: ""911"",value: ""' 102 5th ave. between 15th and 16th sts . '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212/807 -7400"",name: ""` mesa grill '"",cuisine: ""american"",label: ""a47"",id: ""47""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f911"",id: ""911"",value: ""' 102 5th ave. between 15th and 16th sts . '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f911"",id: ""911"",value: ""' 102 5th ave. between 15th and 16th sts . '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f910"",id: ""910"",value: ""' 405 e. 58th st. '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212-754-6272"",name: ""march"",cuisine: ""` american ( new ) '"",id: ""797"",label: ""a797""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f910"",id: ""910"",value: ""' 405 e. 58th st. '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212/754 -6272"",name: ""march"",cuisine: ""american"",id: ""46"",label: ""a46""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f910"",id: ""910"",value: ""' 405 e. 58th st. '""})",[:IN_CITY],"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f910"",id: ""910"",value: ""' 405 e. 58th st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f910"",id: ""910"",value: ""' 405 e. 58th st. '""})",[:IN_CITY],"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f910"",id: ""910"",value: ""' 405 e. 58th st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f909"",id: ""909"",value: ""'57 w. 58th st. '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212-371-7777"",name: ""` manhattan ocean club '"",cuisine: ""seafood"",label: ""a796"",id: ""796""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f909"",id: ""909"",value: ""'57 w. 58th st. '""})",[:LOCATED_AT],"(:Restaurant {phone: ""' 212 / 371-7777 '"",name: ""` manhattan ocean club '"",cuisine: ""seafood"",id: ""45"",label: ""a45""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f909"",id: ""909"",value: ""'57 w. 58th st. '""})",[:IN_CITY],"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f909"",id: ""909"",value: ""'57 w. 58th st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f909"",id: ""909"",value: ""'57 w. 58th st. '""})",[:IN_CITY],"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f909"",id: ""909"",value: ""'57 w. 58th st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f908"",id: ""908"",value: ""' 249 e. 50th st. '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212-752-2225"",name: ""lutece"",cuisine: ""` french ( classic ) '"",label: ""a795"",id: ""795""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f908"",id: ""908"",value: ""' 249 e. 50th st. '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212/752 -2225"",name: ""lutece"",cuisine: ""french"",label: ""a44"",id: ""44""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f908"",id: ""908"",value: ""' 249 e. 50th st. '""})",[:IN_CITY],"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f908"",id: ""908"",value: ""' 249 e. 50th st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f908"",id: ""908"",value: ""' 249 e. 50th st. '""})",[:IN_CITY],"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f908"",id: ""908"",value: ""' 249 e. 50th st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f907"",id: ""907"",value: ""' 2 e. 55th st. '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212-339-6719"",name: ""` lespinasse ( new york city ) '"",cuisine: ""asian"",id: ""794"",label: ""a794""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f907"",id: ""907"",value: ""' 2 e. 55th st. '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212/339 -6719"",name: ""lespinasse"",cuisine: ""american"",label: ""a43"",id: ""43""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f907"",id: ""907"",value: ""' 2 e. 55th st. '""})",[:IN_CITY],"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f907"",id: ""907"",value: ""' 2 e. 55th st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f907"",id: ""907"",value: ""' 2 e. 55th st. '""})",[:IN_CITY],"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f907"",id: ""907"",value: ""' 2 e. 55th st. '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f906"",id: ""906"",value: ""' 160 central park s '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212/484 -5120"",name: ""` cafe botanica '"",cuisine: ""french"",label: ""a202"",id: ""202""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f906"",id: ""906"",value: ""' 160 central park s '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212/484 -5113"",name: ""` les celebrites '"",cuisine: ""french"",label: ""a42"",id: ""42""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f906"",id: ""906"",value: ""' 160 central park s '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f906"",id: ""906"",value: ""' 160 central park s '""})",[:IN_CITY],"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f905"",id: ""905"",value: ""' 155 w. 51st st. '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212-489-1515"",name: ""` le bernardin '"",cuisine: ""seafood"",label: ""a792"",id: ""792""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f905"",id: ""905"",value: ""' 155 w. 51st st. '""})",[:LOCATED_AT],"(:Restaurant {phone: ""212/489 -1515"",name: ""` le bernardin '"",cuisine: ""french"",label: ""a41"",id: ""41""})"
"(:City {label: ""v1673"",id: ""1673"",value: ""` new york '""})",[:IN_CITY],"(:Address {label: ""f905"",id: ""905"",value: ""' 155 w. 51st st. '""})",[:IN_CITY],"(:City {label: ""v1678"",id: ""1678"",value: ""` new york city '""})"
